MP.Name,Date,Event,Type,Numbers,Venue.s.
"Stanley, John",6/18/07,TRA on Tce,Tea,50,Tce Pvln
"Gardiner, Barry",9/17/08,Trada Parliamentary Dinner,Dinn,17,Dng Rm B
"McDonnell, John",1/21/09,Trade Union Co-ordinating Groups's Parliamentary,Rec,60,Strngrs Dng Rm
"Shaw, Jonathan",7/11/05,Trade Union Liaison,Dinn,14,Dng Rm C
"Baker, Norman",4/15/08,Trading Standards,Meeting,47,"Mmbrs Dng Rm, Tce Pvln, Mmbrs Dng Rm, Tce Pvln"
"Lepper, David",9/21/04,Trading Standards Service,Dinn,92,"Mmbrs Dng Rm, Tce Pvln"
"Sutcliffe, Gerry",4/3/06,Trading Standards South East,Meeting,80,"Mmbrs Dng Rm, Tce Pvln, Mmbrs Dng Rm, Tce Pvln"
"Dowd, Jim",6/18/07,Traffic Light Food Labelling Reception,Rec,80,Strngrs Dng Rm
"Russell, Bob",1/18/05,Transco,Dinn,54,Dng Rm A
"Clark, Paul",11/27/07,Transforming Communities,Rec,80,Strngrs Dng Rm
"Fox, Liam",1/30/08,Transforming Network Centric Warfare,Rec,40,Dng Rm B
"Hoban, Mark",2/27/08,Transparency in Government Expenditure,Bfast,54,Dng Rm A
"Gibson, Ian",10/30/07,Transplant Links Dinner,Dinn,13,Dng Rm C
"Hepburn, Stephen",3/3/05,Transport & General,Rec,50,Dng Rm A
"Burden, Richard",5/16/07,Transport & General Workers Union,Lnch,10,Dng Rm D
"Sheridan, Jim",11/17/04,Transport & General Workers Union,Rec,70,Strngrs Dng Rm
"Foster, Don",10/13/04,Transport 2000,Rec,50,Dng Rm A
"Hunt, Jeremy",2/1/07,Transport Campaign Launch,Rec,40,Tce Pvln
"Stringer, Graham",11/13/07,Transport Executive,Dinn,14,Dng Rm C
"Prosser, Gwyn",2/4/09,Transport for London,Tea,125,Mmbrs Dng Rm
"Kidney, David",4/1/08,Transport Reception,Rec,100,Tce Pvln
"Kidney, David",7/23/07,Transportation & Traffic Theory Reception,Rec,120,Tce Pvln
"Grieve, Dominic",5/11/06,Transputec Computers Plc,Dinn,20,Dng Rm C
"Field, Mark",3/22/07,Travers Smith,Lnch,20,Dng Rm B
"Field, Mark",9/23/09,Travers Smith - International Programme Lunch,Lnch,16,Dng Rm B
"Field, Mark",2/25/08,Travers Smith Lunch,Lnch,17,Dng Rm B
"Godsiff, Roger",11/21/06,Treasurers Japan Group,Lnch,54,Dng Rm A
"Walter, Robert",11/21/06,Treasurers Japan Group,Lnch,54,Dng Rm A
"McFall, John",11/24/05,Treasury Committee,Lnch,14,Dng Rm C
"Gibson, Ian",3/13/07,Treatment of Cancers with Orphan Drugs,Dinn,20,Club Rm
"Donohoe, Brian",6/8/04,Tree Council,Rec,80,Strngrs Dng Rm
"Donohoe, Brian",10/11/05,Tree Council,Rec,200,Mmbrs Dng Rm
"Brady, Graham",6/28/04,Trett Consulting,Dinn,14,Dng Rm C
"Brady, Graham",10/25/05,Trett Consulting,Dinn,22,Dng Rm B
"Brady, Graham",1/23/07,Trett Consulting,Dinn,24,Dng Rm B
"Brady, Graham",10/20/08,Trett Consulting,Dinn,24,Dng Rm B
"Burgon, Colin",3/6/07,Trett Consulting,Dinn,24,Dng Rm B
"Burgon, Colin",1/14/09,Trett Consulting,Dinn,21,Dng Rm B
"Prisk, Mark",2/5/08,Trett Consulting,Dinn,23,Dng Rm B
"Widdecombe, Ann",11/2/06,Trett Consulting,Dinn,24,Dng Rm B
"Wright, Jeremy",11/3/05,Trett Consulting,Dinn,24,Dng Rm B
"Wright, Jeremy",4/30/07,Trett Consulting,Dinn,23,Dng Rm B
"Trickett, John",6/17/09,Tribune,Rec,120,Church. Dng Rm
"Todd, Mark",2/20/08,Trilogy Group,Dinn,12,Dng Rm B
"Bottomley, Peter J",6/19/08,Trinity Dinner,Dinn,96,Church. Dng Rm
"Cormack, Sir Patrick",4/24/09,Trollope Society Annual Dinner,Dinn,120,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Wyatt, Derek",4/24/08,Trustees Strategy Day,Lnch,12,Dng Rm C
"Hoyle, Hon Lindsay",5/13/08,Trustmark,Rec,100,Strngrs Dng Rm
"Marshall-Andrews, Robert",12/4/08,Trusts for African Schools Dinner,Dinn,17,Dng Rm B
"Gale, Roger",6/26/06,Try Angle Awards,Tea,75,Dng Rm A
"Coaker, Vernon",10/2/06,TSI,Meeting,81,"Mmbrs Dng Rm, Tce Pvln, Mmbrs Dng Rm, Tce Pvln"
"Robertson, Hugh",12/13/04,TSS Christmas Dinner,Dinn,41,Dng Rm A
"Doran, Frank",7/15/08,TULO Regional Reception,Rec,25,Dng Rm C
"Norman, Archie",7/5/04,Tunbridge Wells Conservative,Tea,51,Tce Pvln
"Wyatt, Derek",10/11/05,TURISM SOUTH EAST,Lnch,11,Dng Rm B
"Davey, Edward",5/11/09,Turkey in Europe Launch,Rec,100,Tce Pvln
"Cook, Frank",10/20/04,Turkish British Chamber of Commerce,Rec,100,Tce Pvln
"Morris, Estelle",9/30/04,Turner Whistler Monet Exibition Launch,Rec,100,Tce Pvln
"Havard, Dai",10/19/05,TVNA Parliamentary Reception,Rec,100,Tce Pvln
"Snelgrove, Anne",7/21/09,TWE npower,Dinn,23,Dng Rm B
"Gillan, Cheryl",10/26/04,Tyco,Lnch,24,Astor Suite
"Clelland, David",11/26/07,Tyne & Wear PTE,Dinn,9,Dng Rm C
"Mactaggart, Fiona",11/19/07,U C B,Lnch,11,Dng Rm C
"Knight, Jim",10/12/04,U.K.A.E.A,Rec,100,Tce Pvln
"Blizzard, Robert",7/14/04,U.K.O.O.A,Lnch,24,Astor Suite
"Bottomley, Peter J",9/18/06,UBS,Rec,140,Mmbrs Dng Rm
"May, Theresa",7/9/07,UCB Discussion Lunch,Lnch,8,Dng Rm D
"Paice, James",11/20/06,UCB Phormo,Lnch,12,Dng Rm C
"McDonnell, Alasdair",11/20/08,UCD Reception,Rec,80,Dng Rm A
"Pollard, Kerry",12/16/04,UCEA,Rec,100,Tce Pvln
"Hendry, Charles",10/12/06,Uckfield Chamber of Commerce,Lnch,48,Dng Rm A
"Humble, Joan",2/6/07,UCLan North West Labour MPs,Dinn,20,Dng Rm B
"Chapman, Ben",7/16/07,UClan/ D Y Patil party,Lnch,9,Dng Rm C
"Gibson, Ian",9/11/08,UEA Alumni Association,Rec,175,Tce Pvln
"Gibson, Ian",5/25/06,UEA Norwich,Rec,200,Tce Pvln
"Naysmith, Douglas",9/13/06,UFAW,Rec,240,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Scott, Lee",9/12/06,UJIA,Tea,110,"Mmbrs Dng Rm, Strngrs Dng Rm, Mmbrs Dng Rm, Strngrs Dng Rm"
"Scott, Lee",9/5/07,UJIA Legacy Reunion,Tea,100,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Abbott, Diane",11/15/06,UJIMA Housing Group,Dinn,10,Astor Suite
"Shapps, Grant",1/26/09,UK - GBC Reception,Rec,200,Mmbrs Dng Rm
"Burden, Richard",10/8/08,UK Automotive Sector,Rec,100,Strngrs Dng Rm
"Chapman, Ben",5/6/08,UK Chinese Community Reception,Rec,125,Mmbrs Dng Rm
"Ennis, Jeff",5/6/08,UK Chinese Community Reception,Rec,125,Mmbrs Dng Rm
"Pearson, Ian",2/14/08,UK Civil Space Strategy Launch,Lnch,11,Dng Rm C
"Gray, James",7/8/09,UK Defence,Dinn,24,Club Rm
"Brazier, J.W.H",4/1/08,Uk Defence Forum,Dinn,31,Club Rm
"Chapman, Ben",4/20/04,UK Defence Forum,Dinn,30,Club Rm
"George, Bruce",6/20/05,UK Defence Forum,Dinn,32,Club Rm
"Gilroy, Linda",12/1/06,UK Defence Forum,Bfast,14,Dng Rm C
"Gilroy, Linda",11/20/07,UK Defence Forum,Dinn,32,Club Rm
"Gray, James",10/29/08,Uk Defence Forum,Dinn,24,Astor Suite
"Howarth, Gerald",2/28/06,UK Defence Forum,Dinn,24,Dng Rm B
"Howarth, Gerald",4/17/07,UK Defence Forum,Dinn,26,Club Rm
"Laxton, Robert",10/18/04,UK Defence Forum,Dinn,30,Club Rm
"Lewis, Julian",5/4/04,UK Defence Forum,Dinn,30,Club Rm
"McFall, John",7/18/06,UK Defence Forum,Dinn,32,Club Rm
"McFall, John",7/25/07,UK Defence Forum,Dinn,21,Club Rm
"McFall, John",6/2/09,Uk Defence Forum,Dinn,25,Club Rm
"Moore, Michael",1/10/06,UK Defence Forum,Dinn,32,Club Rm
"Robathan, Andrew",2/14/06,UK Defence Forum,Dinn,20,Club Rm
"Russell, Bob",5/24/06,UK Defence Forum,Dinn,32,Club Rm
"Smith, John",1/10/07,UK Defence Forum,Dinn,24,Astor Suite
"Soames, Nicholas",11/8/04,UK Defence Forum,Lnch,24,Astor Suite
"Spellar, John",10/22/08,UK Defence Forum,Dinn,23,Club Rm
"David, Wayne",5/3/06,Uk Defence Forum Dinner,Dinn,30,Club Rm
"McCarthy-Fry, Sarah",11/3/08,UK Defence Forum Dinner,Dinn,22,Club Rm
"McFall, John",3/17/09,Uk Defence Forum Dinner,Dinn,24,Club Rm
"Southworth, Helen",5/20/08,UK Diabetes Research Network,Rec,45,Dng Rm B
"Purchase, Ken",7/12/06,UK Egypt APPG,Lnch,12,Dng Rm D
"Purchase, Ken",11/18/08,UK Egypt APPG Lunch,Lnch,18,Astor Suite
"Doran, Frank",10/26/05,UK Film Council,Rec,100,Tce Pvln
"Grogan, John",10/29/07,UK Flooding - Lessions Learnt,Dinn,21,Astor Suite
"Thornberry, Emily",2/25/08,UK Green Building Council Reception,Rec,130,Mmbrs Dng Rm
"Chapman, Ben",12/7/06,UK Higher Education in China,Bfast,45,Dng Rm A
"Moss, Malcolm",1/19/06,UK Home Energy Conservation Assoc,Rec,194,Mmbrs Dng Rm
"Luff, Peter",3/19/09,UK India Bus Council,Bfast,18,Dng Rm B
"Luff, Peter",3/25/08,UK India Bussiness Council Tea Party,Tea,195,Mmbrs Dng Rm
"Harris, Evan",3/13/08,UK leading Environmental Solutions,Rec,145,Mmbrs Dng Rm
"Waterson, Nigel",4/24/08,UK Liquidity Challenge/ Demographic Change,Dinn,13,Dng Rm C
"Wyatt, Derek",1/27/09,UK Mapping Project,Rec,50,Dng Rm A
"Gibson, Ian",2/11/09,UK National Plan for Rare Diseases,Dinn,22,Astor Suite
"Mates, Michael",5/15/07,UK NDC Visit,Lnch,51,Dng Rm A
"Illsley, Eric",12/6/06,UK Packaging Manufacturing Industry,Rec,60,Dng Rm A
"Illsley, Eric",6/24/08,UK Packaging Manufacturing Industy Reception,Rec,60,Dng Rm A
"Smith, Robert",5/23/06,UK Petroleum Industry Assoc,Rec,130,Tce Pvln
"Ainger, Nick",6/27/05,UK PIA,Rec,100,Mmbrs Dng Rm
"Caborn, Richard",1/26/09,Uk School Games Reception,Rec,31,Dng Rm B
"Caborn, Richard",5/18/09,UK School Games Reception,Rec,100,Tce Pvln
"Lucas, Ian",12/6/06,UK Universities,Bfast,90,Tce Pvln
"Purchase, Ken",11/5/08,UK/Bahrain APGG Lunch,Lnch,20,Astor Suite
"Russell, Bob",11/3/04,UKABIF,Tea,50,Dng Rm A
"Chapman, Ben",11/1/05,UKCPIA,Rec,20,Dng Rm C
"Luff, Peter",5/9/06,UKCTA,Rec,50,Strngrs Dng Rm
"Harvey, Nick",3/26/07,UKDF Dinner,Dinn,24,Astor Suite
"Harvey, Nick",7/7/08,UKDF Dinner,Dinn,18,Astor Suite
"Jones, Kevan",12/12/06,UKDF Dinner,Dinn,22,Club Rm
"Sheerman, Barry",11/21/06,UKFEI Reception 2006,Rec,200,Mmbrs Dng Rm
"Wyatt, Derek",4/21/09,UKIBC  - APPG COMMS Event,Rec,60,Dng Rm A
"Anderson, Janet",6/6/06,Ukinbound,Rec,140,Tce Pvln
"Anderson, Janet",6/4/08,UKinbound Reception,Rec,130,Tce Pvln
"Gibson, Ian",11/7/05,UKLCC,Rec,80,Dng Rm A
"Dobson, Frank",3/23/09,UKNSPC MCADD Screening Programme,Rec,150,Mmbrs Dng Rm
"Blizzard, Robert",1/18/05,UKOOA,Rec,100,Tce Pvln
"Blizzard, Robert",1/17/06,UKOOA,Rec,100,Tce Pvln
"Blizzard, Robert",7/11/06,UkOOA,Lnch,14,Dng Rm D
"Blizzard, Robert",7/3/07,UKOOA Economic Report Lunch,Lnch,20,Astor Suite
"O'Brien, Michael",6/15/09,UKPIA Commons Reception,Rec,170,Mmbrs Dng Rm
"Caborn, Richard",1/26/05,UKSMA,Lnch,20,Dng Rm B
"Dowd, Jim",9/17/07,UKTI Press Group,Rec,31,Dng Rm B
"Mann, John",12/1/08,ULF National prjects Launch & Achievements,Rec,146,Tce Pvln
"Campbell, Gregory",5/13/04,Ulster Democratic Unionist Party,Dinn,18,Dng Rm B
"Hunter, Andrew",5/13/04,Ulster Democratic Unionist Party,Dinn,18,Dng Rm B
"Woolas, Phil",11/1/04,UMIST,Rec,100,Tce Pvln
"Sanders, Adrian",6/28/06,UN Resolution on Diabetes,Tea,45,Dng Rm B
"Robertson, Hugh",1/19/06,UNA-UK Young Professional Launch,Rec,100,Tce Pvln
"Battle, John",6/18/08,Undergraduate Parliamentors Reception,Rec,80,Dng Rm A
"Harris, Evan",5/12/08,Understanding Stem Cells,Rec,25,Dng Rm B
"Hunt, Jeremy",9/27/06,Unicef,Rec,200,Mmbrs Dng Rm
"Roe, Marion",9/20/04,Unicef,Rec,200,Mmbrs Dng Rm
"Willott, Jenny",9/26/05,Unicef,Rec,200,Mmbrs Dng Rm
"Willott, Jenny",10/1/08,Unicef,Rec,200,Mmbrs Dng Rm
"Colman, Tony",11/18/04,Unifem UK,Dinn,70,Church. Dng Rm
"Brown, Lyn",12/15/08,Unison  Libraries Forum,Rec,50,Dng Rm A
"Dobbin, Jim",4/28/09,Unit nor for Profit Sector Recession Charter,Rec,30,Dng Rm B
"Rooney, Terry",1/15/08,UNITE the Union,Rec,50,Dng Rm A
"Rooney, Terry",10/11/07,Unite/CPI Partnership,Rec,50,Dng Rm A
"Baldry, Tony",6/21/04,United & Cecil,Dinn,42,Dng Rm A
"Baldry, Tony",3/15/05,United & Cecil,Dinn,44,Dng Rm A
"Gillan, Cheryl",5/17/05,United & Cecil,Dinn,58,Dng Rm A
"Hunt, Jeremy",3/20/07,United & Cecil,Dinn,46,Dng Rm A
"May, Theresa",6/21/05,United & Cecil,Dinn,54,Dng Rm A
"Newmark, Brooks",9/13/05,United & Cecil,Dinn,38,Dng Rm A
"Robertson, Hugh",10/19/04,United & Cecil,Lnch,48,Dng Rm A
"Scott, Lee",10/17/06,United & Cecil,Dinn,54,Dng Rm A
"Shapps, Grant",10/18/05,United & Cecil,Dinn,54,Dng Rm A
"Duddridge, James",1/10/06,United & Cecil Club,Dinn,50,Dng Rm A
"Greening, Justine",2/7/06,United & Cecil Club,Dinn,56,Dng Rm A
"Hands, Greg",1/16/07,United & Cecil Club,Dinn,46,Dng Rm A
"Lewis, Julian",2/7/06,United & Cecil Club,Dinn,56,Dng Rm A
"Milton, Anne",7/18/06,United & Cecil Club,Dinn,48,Dng Rm A
"Page, Richard",4/27/04,United & Cecil Club,Dinn,50,Dng Rm A
"Stuart, Gisela",11/17/04,United Health-Europe,Lnch,18,Dng Rm B
"Lewis, Ivan",10/5/04,United Jewish Israel Appeal,Rec,115,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Scott, Lee",9/11/08,United Jewish Israel Appeal,Rec,95,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Gillan, Cheryl",11/2/04,United Learning Trust,Dinn,10,Dng Rm D
"Webb, Steve",6/8/05,United Response,Rec,75,Dng Rm A
"Hancock, Mike",11/9/05,Universities of Portsmouth & Southampton,Rec,36,Dng Rm B
"Boswell, Tim",2/23/05,Universities Uk,Rec,100,Tce Pvln
"Boswell, Tim",7/18/07,Universities UK,Bfast,70,Dng Rm A
"Boswell, Tim",3/31/09,Universities UK,Bfast,80,"Dng Rm A, Tce Pvln"
"Burt, Alistair",3/1/06,Universities UK,Rec,100,Tce Pvln
"Chaytor, David",7/19/05,Universities Uk,Rec,150,Mmbrs Dng Rm
"Denham, John",7/14/08,Universities UK,Dinn,13,Dng Rm B
"Holmes, Paul",6/22/05,Universities UK,Bfast,22,Dng Rm A
"Lewis, Ivan",4/7/05,Universities UK,Bfast,50,Dng Rm A
"Lucas, Ian",12/3/08,Universities UK,Bfast,54,Dng Rm A
"McFall, John",5/18/04,Universities UK,Rec,125,Mmbrs Dng Rm
"Mulholland, Greg",6/27/06,Universities UK,Bfast,40,Tce Pvln
"Shaw, Jonathan",6/29/05,Universities UK,Bfast,25,Dng Rm A
"Taylor, Ian",3/3/08,Universities Uk,Rec,85,Tce Pvln
"Vaz, Keith",7/5/05,Universities Uk,Bfast,20,Dng Rm A
"Boswell, Tim",10/26/06,Universitiess UK,Bfast,100,"Church. Dng Rm, Tce Pvln"
"Beresford, Paul",9/28/07,University Alumni,Rec,180,Mmbrs Dng Rm
"Robinson, Geoffrey",7/13/06,University Hospital,Dinn,14,Astor Suite
"Foster, Don",3/12/05,University of Bath,Dinn,85,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Lepper, David",6/16/05,University of Brighton,Rec,45,Dng Rm B
"Ruffley, David",11/18/04,University of California Trust (UK),Rec,100,Mmbrs Dng Rm
"Ruffley, David",3/6/08,University of California Welfare Reform,Rec,100,Mmbrs Dng Rm
"Stewart, Ian",11/10/08,University of Cambridge,Dinn,18,Astor Suite
"Wills, Michael",1/16/07,University of Cambridge,Dinn,22,Dng Rm B
"Hands, Greg",11/28/07,University of Cambridge Alumni Dinner,Dinn,24,Dng Rm B
"Humble, Joan",3/10/09,University of Central Lancashire,Dinn,20,Club Rm
"Jack, Michael",2/5/08,University of Central Lancashire,Lnch,12,Astor Suite
"Johnson, Boris",5/8/07,University of Central Lancashire,Dinn,10,Club Rm
"Gibson, Ian",9/9/04,University of East Anglia,Rec,190,Tce Pvln
"Dalyell, Tam",6/26/04,University of Edinburgh,Dinn,106,"Church. Dng Rm, Strngrs Dng Rm"
"Lansley, Andrew",9/20/04,University of Exeter,Rec,75,Dng Rm A
"Thornberry, Emily",9/15/05,University of Kent,Rec,200,Mmbrs Dng Rm
"Perham, Linda",10/21/04,University of Leicester,Rec,100,Tce Pvln
"Perham, Linda",2/3/05,University of Leicester,Dinn,17,Club Rm
"Garnier, Edward",6/15/09,University of Leicester Dinner,Dinn,23,Club Rm
"Laws, David",1/28/09,University of Manchester Research Launch,Rec,100,Tce Pvln
"Keeble, Sally",7/6/06,University of Northampton,Rec,45,Dng Rm B
"Allen, Graham",6/28/07,University of Nottingham Reception,Rec,40,Dng Rm B
"Harris, Evan",9/14/04,University of Oxford,Lnch,24,Dng Rm B
"Harris, Evan",6/1/05,University of Oxford,Rec,100,Tce Pvln
"Harris, Evan",7/3/08,University of Oxford,Lnch,50,Dng Rm A
"Jackson, Robert",10/4/04,University of Oxford,Rec,100,Tce Pvln
"Henderson, D.J",7/9/09,University of Strathclycle London Alumi Dinner,Rec,83,Church. Dng Rm
"Plaskitt, James",3/8/06,University of Warwick,Rec,150,Tce Pvln
"Marris, Rob",2/7/06,University of Wolverhampton,Rec,20,Dng Rm C
"Grogan, John",3/13/06,University of York,Dinn,24,Astor Suite
"Clapham, Michael",1/13/09,Unlocking the Next Generations Talent,Rec,80,Strngrs Dng Rm
"Willis, Phil",11/27/07,Unversities UK,Bfast,100,Tce Pvln
"Heath, David",3/29/06,Unwin Safety Systems,Lnch,46,Dng Rm A
"McDonnell, Alasdair",1/30/08,Update on the European Offshore Supergrid,Rec,80,Dng Rm A
"Watkinson, Angela",11/25/04,Upminster Conservative Association,Dinn,54,Dng Rm A
"Watkinson, Angela",11/16/06,Upminster Westminster Dng Club,Dinn,54,Dng Rm A
"Todd, Mark",3/1/05,UPS Dinner,Dinn,24,Astor Suite
"Heal, Sylvia",11/21/05,USDAW,Lnch,18,Dng Rm B
"Williams, Roger",3/22/05,USU & WYE Discission Group,Dinn,35,Dng Rm A
"Levitt, Tom",2/19/07,V Reception,Rec,100,Tce Pvln
"Marris, Rob",4/28/08,Vaisakhi 2008,Rec,200,Mmbrs Dng Rm
"Khabra, Piara",4/17/07,Vaisakhi Celebration,Tea,200,Mmbrs Dng Rm
"Cooper, Yvette",1/13/05,Value Improvement Project,Rec,40,Dng Rm B
"Binley, Brian",11/17/08,Value of Brands,Dinn,11,Dng Rm C
"Maples, John",6/14/06,Value Retail Plc,Rec,145,Tce Pvln
"Greenway, John",7/11/07,Vanguard Breakfast,Bfast,19,Dng Rm B
"Betts, Clive",7/13/06,Vanguard Breakfast (FIA),Bfast,22,Dng Rm B
"Whitehead, Alan",11/15/06,Variable Charging Reception/Seminar,Rec,40,Dng Rm A
"Boswell, Tim",3/16/09,Variable Fees Options Launch,Rec,40,Dng Rm B
"Taylor, Ian",1/30/08,Variety Club Children's Charity Reception,Rec,118,Tce Pvln
"Sanders, Adrian",10/10/07,Vascular Programme Reception,Rec,100,Tce Pvln
"Miller, Andrew",5/20/04,Vauxhall,Lnch,20,Astor Suite
"Denham, John",6/30/08,VC Dinner MISC (1),Dinn,11,Dng Rm B
"Grogan, John",10/10/06,Vega Group,Dinn,39,Dng Rm A
"Cawsey, Ian",5/19/05,Vegetarian Society,Lnch,22,Dng Rm B
"Stuart, Gisela",6/10/09,Velux Roundtable,Bfast,12,Dng Rm D
"Gummer, John",5/27/04,Veolia Water UK,Rec,100,Tce Pvln
"Gummer, John",6/17/05,Veolia Water UK,Dinn,35,Dng Rm A
"Winterton, Nicholas",3/10/05,Version One,Meeting,80,"Dng Rm A, Tce Pvln"
"Fallon, Michael",5/17/06,Vertex Law,Dinn,18,Dng Rm B
"Harper, Mark",5/15/06,Veterans Summit,Rec,100,Tce Pvln
"Grogan, John",6/6/07,Vice Chancellors' Dinner,Dinn,16,Club Rm
"Hughes, Simon",10/7/04,Victim Support Southwark,Rec,150,Tce Pvln
"Ainsworth, Peter",9/6/07,Victoria Patterson's 21st Reception,Rec,85,Church. Dng Rm
"Rosindell, Andrew",6/9/07,Victory Dinner,Dinn,215,"Mmbrs Dng Rm, Strngrs Dng Rm"
"Davies, Quentin",6/26/06,Vinci Lunch,Lnch,24,Dng Rm B
"Ellman, Louise",10/22/08,Virgin Trains Briefing,Dinn,8,Astor Suite
"Stuart, Gisela",11/12/08,Virgin Trains-West Midlands Dinner,Dinn,5,Astor Suite
"Hunt, Jeremy",1/18/06,Virginia Bottomley Dinner,Dinn,12,Dng Rm C
"Gidley, Sandra",6/28/05,Virgo Health,Bfast,90,"Dng Rm A, Tce Pvln"
"Pond, Chris",4/6/05,Vision 2005,Dinn,18,Dng Rm B
"Anderson, Janet",6/14/05,Visit Britain,Tea,50,Dng Rm A
"Malins, Humfrey",5/21/09,Visit from Rotary Club of Woking District,Dinn,53,Dng Rm A
"Johnson, Alan",7/13/09,Visit Hull & East Yorkshire,Rec,80,Strngrs Dng Rm
"Hendry, Charles",7/17/08,Visit of Mrs Rita Fuhrer,Lnch,29,Dng Rm B
"Maples, John",2/11/09,Visit to House of Commons,Tea,38,Dng Rm A
"Grayling, Chris",9/25/07,Visit to Houses of Parliament,Tea,35,Dng Rm A
"Grayling, Chris",3/3/08,Visit to Houses of Parliament,Lnch,54,Dng Rm A
"Baldry, Tony",6/24/08,Visit to the House of Commons Followed by Tea,Tea,27,Dng Rm B
"Smith, Andrew",2/25/08,Visit to the Houses of Parliament,Lnch,20,Astor Suite
"Dowd, Jim",11/10/06,Visitbritain,Rec,22,Dng Rm B
"Austin, John",3/19/08,Visiting Delegation,Tea,12,State Rm
"Simpson, Alan",3/16/05,VISTA,Bfast,18,Dng Rm B
"Swinson, Jo",5/15/07,Vistage UK 2006,Dinn,53,Dng Rm A
"Willis, Phil",5/1/08,Vital Role of Engineers/Engineering & Tech.,Lnch,12,Dng Rm D
"Benyon, Richard",7/13/05,Vodafone,Dinn,14,Dng Rm B
"Paice, James",7/13/04,Vodafone,Dinn,16,Astor Suite
"Howarth MP, David",6/22/09,Vodafone Private Dinner,Dinn,12,Dng Rm B
"Hewitt, Patricia",6/12/08,Voice of Pharmacy Dinner,Dinn,13,Dng Rm B
"Michael, Alun",10/24/07,Voice4Change England Launch,Rec,120,Tce Pvln
"Laing, Eleanor",3/21/05,Volunteer Reading Help,Tea,200,Mmbrs Dng Rm
"Laing, Eleanor",7/18/07,Volunteer Reading Help,Rec,200,Tce Pvln
"Sheerman, Barry",7/1/09,Volunteer Reading Help Parliamentary Rec.,Rec,200,Mmbrs Dng Rm
"Laing, Eleanor",4/26/06,Volunteer Reading Help Parliamentary Reception,Tea,150,Mmbrs Dng Rm
"Wyatt, Derek",1/27/09,Vonage Breakfast,Bfast,19,Dng Rm B
"Barron, Kevin",1/30/06,Vountary Sector delivering Healthcare,Dinn,20,Astor Suite
"Hayes, John",10/28/04,VoxGen,Bfast,20,Dng Rm B
"Hayes, John",6/28/06,Voxgen Bus Breakfast,Bfast,18,Dng Rm B
"Smith, John",5/16/07,VTE Expert Dinner,Dinn,14,Dng Rm D
"Smith, John",10/27/08,VTE Risk Assessment - The Next Steps,Dinn,19,Astor Suite
"Keeble, Sally",5/5/09,Vulture Funds Launch,Rec,40,Astor Suite
"Iddon, Brian",7/20/04,W D H F,Rec,150,Tce Pvln
"O'Brien, Bill",9/21/04,W F W P,Dinn,50,Dng Rm A
"Hammond, Philip",11/25/05,W. Chelmsford Portcullis Bus Club,Lnch,106,"Church. Dng Rm, Tce Pvln"
"Hope, Phil",11/14/05,W17 Ltd,Lnch,49,Dng Rm A
"Barron, Kevin",9/21/06,Wadam Society,Rec,200,Tce Pvln
"Harris, Evan",6/25/09,Wadham College (Oxford) Medical Society,Rec,59,Dng Rm A
"Creagh, Mary",3/1/06,Wakefield & Dewsbury Law Societies,Lnch,17,Astor Suite
"Rosindell, Andrew",4/19/07,Walbrook Trustees,Dinn,23,Dng Rm B
"Haselhurst, Sir Alan",9/6/04,Walbrook Ward Club,Dinn,54,Dng Rm A
"Tami, Mark",9/8/04,Wales Contructing Excellence,Rec,40,Dng Rm B
"Hanson, David",3/24/09,Wales Switchover Briefing - Digital UK,Tea,35,Dng Rm A
"Cryer, Ann",7/8/04,Walke Morris Solicitors,Dinn,13,Dng Rm D
"Winnick, David",5/28/09,Walsall North CLP,Rec,44,Astor Suite
"Colman, Tony",4/29/04,Wandsworth Chamber of Commerce,Rec,100,Tce Pvln
"Hope, Phil",7/5/06,Wandsworth School Trustees,Dinn,14,Dng Rm D
"Loughton, Tim",6/30/05,Wansworth And Battersea Conservatives,Rec,200,Tce Pvln
"Mackay, Andrew",11/6/06,Warwick & Leamington Spa Cons Assoc,Lnch,41,Dng Rm A
"Wright, Jeremy",4/24/08,Warwick Bus School,Dinn,104,"Church. Dng Rm, Tce Pvln"
"McCabe, Stephen",1/30/08,Warwick University,Dinn,20,Astor Suite
"Whitehead, Alan",10/31/06,Waste Crime Pledge,Tea,45,Dng Rm B
"Spicer, Sir Michael",7/6/04,Watch,Tea,150,Tce Pvln
"Prosser, Gwyn",3/14/07,Water Freight & Industry,Dinn,24,Astor Suite
"Doughty, Sue",6/23/04,Water UK,Bfast,24,Dng Rm B
"Jones, Kevan",1/20/09,Wateraid Reception,Rec,50,Dng Rm C
"Ward, Claire",3/14/05,Watford & District Mencap,Lnch,24,Dng Rm B
"Ward, Claire",2/21/07,Watford Chamber of Commerce,Lnch,46,Dng Rm A
"Ward, Claire",5/20/08,Watford Chamber of Commerce,Lnch,41,Dng Rm A
"Ward, Claire",3/7/05,Watford General Hospital,Dinn,24,Dng Rm B
"Laing, Eleanor",2/27/08,WATP Dinner,Dinn,39,Dng Rm A
